0,1
هل لديكم أطباق محلية ؟,هل لديكم أطباق محلية ؟
هو إزاى المنتج الجديد دة يتقارن مع المنتج الحالى؟,كيف يتم مقارنة هذا المنتج الجديد مع المنتجات الموجودة ؟
من فضلك خذني إلى السوق الصباحية .,من فضلك خذني إلى السوق الصباحية .
أنا بروح أتزحلق مرتين فى الشهر خلال الموسم.,إني أتزلك مرتين في الشهر خلال الموسم .
حأروح اسأل البواب عن الاجرة المبلغ اللي مفروض ادفعه .,سأذهب كي أسأل البواب عن الأجرة المناسبة .
الرقم هو صفر تلاته تلاته اتنين تلاته اربعة واحد اتنين تلاته اربعه .,الرقم هو صفر ثلاثة ثلاثة اثنان ثلاثة أربعة واحد اثنان ثلاثة أربعة .
هناك الكثير من المناطق التاريخية .,هناك الكثير من المناطق التاريخية .
مصارعة السومة رياضة قومية في اليابان .,مصارعة السومو هي الرياضة القومية في اليابان .
امتى عييت؟,متى مرضت ؟
القطر بتاعك حيطلع من رصيف تمانية.,سيغادر قطارك من الرصيف رقم ثمانية .
انا مش كويس فى الانجليزى.,أنا لا أجيد اللغة الإنجليزية .
هل هذا للأطفال ؟,هل هذا للأطفال ؟
انت رايح فين؟,إلى أين أنت ذاهب ؟
حسنا . أي أنواع الفاكهة تحب ؟,حسنا . أي أنواع الفاكهة تحب ؟
ساعتي . لقد كانت ساعة رقمية ماركة حديثة سويسرية الصنع .,ساعتي . لقد كانت ساعة رقمية ماركة حديثة سويسرية الصنع .
هل لي أن أرى قائمة النبيذ من فضلك ؟,هل لي أن أرى قائمة النبيذ من فضلك ؟
حسنا . أين زر مصراع هذه الكاميرا ؟,حسنا . أين زر مصراع هذه الكاميرا ؟
أعتقد أن عمره أكثر من خمسين سنة .,أعتقد أن عمره أكثر من خمسين سنة .
فى كشك تليفون قدام البنك دة.,يوجد صندوق للهاتف أمام هذا المصرف .
ممكن عيش كمان؟,هل لي بمزيد من الخبز ؟
ماعتقدش إننا اتقابلن قبل كده.,لا أعتقد أننا التقينا من قبل .
حنجرب ناكل سيفود هنا .,نود أن نجرب السمك هنا .
بالفعل لدي أخبار . أنا سأتزوج .,بالفعل لدي أخبار . أنا سأتزوج .
انا اسف، يا مستر . شيمادا . مستر . روسيل خرج .,"أنا آسف يا سيد شيمادا , السيد راسل في الخارج ؟"
انا بالفعل دفعت لما اشتربت تذكرتي .,سددت بالفعل عندما اشتريت تذكرتي .
سأتناول مارتيني .,سأتناول مارتيني .
"لا داعي لهذا , شكرا ، سوف أخذ هذا .","لا داعي لهذا , شكرا ، سوف أخذ هذا ."
أنا هنا عشان أزور صاحبي.,أنني موجود هنا لزيارة صديقي .
أنا بنصحك بده علشان هو معمول مية في المية من مكونات طبيعية.,ارشح ذلك لأنه مائة في المائة مصنوع من مكونات طبيعية .
نحتاج إلى ثلاثة دولارات أخرى .,نحتاج إلى ثلاثة دولارات أخرى .
أوه، شكرا، انا لسه كنت بأدور عليه.,آه شكراً كنت أبحث عنها منذ قليل .
قص شعر فقط من فضلك .,قص شعر فقط من فضلك .
التليفزيون عندك هناك و ادي الريموت .,إنّ التلفزيون هناك وها هو جهاز التحكّم عن بعد .
خلي بالك.,خذ حذرك .
معاك أوراق يابانية؟,هل لديك صحف يابانية ؟
هل آخذ متعلقاتك ؟,هل آخذ متعلقاتك ؟
أريد غلاية .,أريد غلاية .
فين فيشة الكهربا؟,"أين برنامج الـ "" بور بوينب "" ؟"
ممكن أقعد جنبك؟,هل يمكن أن أجلس بجانبك ؟
استنى من فضلك، انا حأشوف ان كان فيه واحد متاح .,انتظر من فضلك . سأرى إذا كان يوجد منها .
ده كل اللي عندك؟,هل هذا كل ما معك ؟
من فضلك وصلنى بتلاتة اتنين ستة اتنين تسعة واحد تمانية.,من فضلك اتصل لي برقم ثلاثة اثنان ستة اثنان تسعة واحد ثمانية .
خليني اعرف التكلفة بعدين، إذا سمحت .,أخبرني عن الرسوم فيما بعد ، من فضلك .
ممكن أخلي كارت المفتاح معايا؟,هل يمكنني الاحتفاظ ببطاقة المفتاح هذه ؟
رحلة غوص، من فضلك .,جولة غوص باستخدام نظارة ذات أنبوبة للتنفس ، من فضلك .
إنه خارج المكتب الآن . هل يمكنني أن آخذ رسالة ؟,إنه خارج المكتب الآن . هل يمكنني أن آخذ رسالة ؟
حاجة تكون سهلة في السواقة، الدركسيون ع الشمال، في فئة محرك سعته اتنين لتر.,شيئاً سهل القيادة بعجلة قيادة يسرى ومن صنف اثنين لتر .
ممكن تطلب فريق بيتكلم ياباني؟,هل يمكنك أن تستدعي موظفاً يتحدث اليابانية ؟
معذرة . هل يمكن أن تدلني أي قطار يذهب إلى جادة هويلر ؟,معذرة . هل يمكن أن تدلني أي قطار يذهب إلى جادة هويلر ؟
هذا هو رقم تأكيد الحجز الخاص بي .,هذا هو رقم تأكيد الحجز الخاص بي .
هذه الغرفة رقم ثلاثة ، سبعة وخمسون . وأريد مزيد من منعم الشعر .,هذه الغرفة رقم ثلاثة ، سبعة وخمسون . وأريد مزيد من منعم الشعر .
أعمل في شركة تجارية .,أعمل في شركة تجارية .
كويس، إحنا الوقت خلص. ممكن نكمل المناقشة دي يوم الخميس على واحدة؟,حسناً . ليس لدينا وقت . هل يمكن أن نكمل هذه المناقشة يوم الخميس في الساعة الواحدة ؟
هل لديك بطاقة عليها عنوان الفندق ؟,هل لديك بطاقة عليها عنوان الفندق ؟
أنا هكون مجبر جداً لو أخدتنى للشاطئ.,أكون ممتنا جدا لو أخذتني إلى الشاطئ .
فين منطقة التسوق في المدينة دي؟,أين الحي التجاري في هذه المدينة ؟
لو سمحت. إنت تعرف نيويورك كويس؟,معذرة . هل تعرف نيويورك جيدا ؟
فين بير السلم؟,أين بئر السلم ؟
إن محبس حوض الاستحمام مكسور .,إن محبس حوض الاستحمام مكسور .
لا مشكلة على الإطلاق . أين يجب أن نأخذها .,لا مشكلة على الإطلاق . أين يجب أن نأخذها .
هايكون معاك ساعة تعمل فيها اللي إنت عايزه هنا.,سيكون أمامك ساعة لتفعل ما يحلو لك هنا .
زجاجة كوكا كبيرة من فضلك .,زجاجة كوكا كبيرة من فضلك .
أفضل شيء هو قضاء وقت طيب مع أصدقاء طيبين .,أفضل شيء هو قضاء وقت طيب مع أصدقاء طيبين .
للأسف انت اتلخبطت في المواعيد.,أخشى أن تكون قد فهمت المواعيد خطأ .
لا تقلق . إنها ليست بعيدة من البلدة .,لا تقلق . إنها ليست بعيدة من البلدة .
من فضلك، ممكن توريني إزاي أستخدم الدش؟,معذرة ، لكن هل ممكن من فضلك أن ترني كيفية استخدام الدش ؟
متى يمكنكم إعادة إصدارها ؟,متى يمكنكم إعادة إصدارها ؟
عشرة نوفمبر .,العاشر من نوفمبر .
ده رجالي؟,هل هذا للرجال ؟
تناسب ذوقك؟,حدد ذوقك .
عنده تلاتين سنة.,أنه يبلغ من العمر ثلاثون عاما .
بكام تذكرة ذهاب فقط؟,كم سعر التذكرة ليوم واحد ؟
من فضلك اديني شويه شاش.,من فضلك أعطني بعض الشاش .
في أي تزحلق عالجليد بليل؟,هل يوجد تزلج في الليل ؟
متهيألي أخدنا الرقم الغلط .,أعتقد أنك حصلت على الرقم الخطأ .
من فضلك كوبايه ميه .,من فضلك أعطني كوباً من الماء .
أنا في نفس العمر.,إنني في نفس السن .
يوم الصحة والرياضة فى العاشر من أكتوبر هو عيد قومى مصمم لتحسين صحة الناس.,يوم الصحة الرياضية هو يوم العاشر من أكتوبر وهو إجازة قومية الغرض منها تحسين صحة المواطنين .
هناك اثنا عشر فريقا للبيسبول في اليابان .,هناك اثنا عشر فريقا للبيسبول في اليابان .
فينس و ليندا عاوزين يكونوا لوحدهم، فللأسف هضطر أبقى هنا الليلة دى.,فينس وليندا يريدان أن يبقيا بمفرديهما ، لذا أخشى أنني لا بد أن أبقى هنا هذه الليلة .
لا . عليك أن تشتري تذكار من آلة البيع تلك .,لا . عليك أن تشتري تذكار من آلة البيع تلك .
ايه الانواع اللي عندك؟,ما هي الأنواع التي لديكم ؟
انت شايف اى تمثال في المبنى ده؟,هل ترى التمثال في تلك البناية ؟
انت فعلا حجزت؟,هل أجريت حجزاً بالفعل ؟
أيوة، من فضلك إملا الاستمارة دى.,نعم ، رجاءً املأ هذه الاستمارة .
